"X1","X2","X3","X4","X5"
0.401654773067483,0.755490925010755,0.0548102425045048,-0.00346152278918532,0.396651029261289
0.312188702468836,0.384461215036546,0.150276096077397,0.0444508207837346,0.494867811436547
0.420598159835965,0.367798322009416,0.0907824585195433,0.0360870782400306,0.315601064309631
0.287596581658071,0.313473349821494,0.0911890682136004,0.0258665890835043,0.290049874861867
0.0381094618970283,0.451500211785512,0.0939040010898383,-0.000662978774654493,0.26133532348355
0.365010987209887,0.785655271298519,0.0531236208714025,0.0709194945709413,0.507711915606464
0.390976174371337,0.496518925172092,0.0807349643314836,-0.0407776313023443,0.442192008983345
0.244679824331015,0.587401465705136,0.0891392916605113,-0.0670339301189859,0.377151286634065
0.378123468902761,0.746434086620599,0.0837522779713688,-0.026072411186874,0.492563188297657
0.297047241056061,0.426914255387472,0.0370244497152077,0.0927033208197611,0.301315008463451
0.281140408955907,0.931245816232737,0.139584834695813,-0.0172389358363148,0.451547286243685
0.355397959937007,0.402380575377258,0.0591503938664137,0.209323342493548,0.299679239898482
